batch,seq_len,bf16_ms,int8_v3_ms,int8_v4_ms,int8_auto_ms,int8_v4_q_ms,int8_v4_split_ms,forced_splits,speedup_v3_over_v4,speedup_bf16_over_v4
1,512,0.0545363187789917,0.13230079650878906,0.2961612892150879,0.12459839820861816,0.22568063735961913,0.1824563217163086,1,0.4467187351170169,0.18414398088125744
1,1024,0.0795136022567749,0.1659903907775879,0.2269593620300293,0.1683350372314453,0.22480159759521484,0.18556800842285157,1,0.7313661322136845,0.35034290520368283
1,2048,0.15676416397094728,0.24031232833862304,0.2270956802368164,0.24109920501708984,0.22607872009277344,0.29647872924804686,8,1.0581985887535346,0.6903000700298346
1,4096,0.3117875289916992,0.39955169677734376,0.26644479751586914,0.26590208053588865,0.3117856025695801,0.26318111419677737,8,1.499566516225737,1.1701768317436543
2,2048,0.15731712341308593,0.24057567596435547,0.2326323127746582,0.22443008422851562,0.2245427131652832,0.20142080307006835,1,1.03414557115886,0.6762479448221488
4,2048,0.1579212760925293,0.26010431289672853,0.2271116828918457,0.22623231887817383,0.22918912887573242,0.20313087463378907,1,1.1452705100186082,0.6953463339344546
8,2048,0.20718368530273437,0.2733465576171875,0.22586368560791015,0.2262544059753418,0.22553600311279298,0.2024140739440918,1,1.2102280049202139,0.9172952471093406
8,4096,0.4629401779174805,0.5252505493164062,0.26610944747924803,0.25823232650756833,0.2582627105712891,0.2504294395446777,1,1.9738139862823427,1.7396608136341416
